acc,f1_score,loss,precision,recall,val_acc,val_f1_score,val_loss,val_precision,val_recall,epoch,model
0.6933877468109131,0.7031612396240234,1.0177613496780396,0.8448467254638672,0.5557518601417542,0.8648979663848877,0.8691053986549377,0.5195890665054321,0.9518980979919434,0.7471428513526917,1,MobileNetV2_head_b_256_d
0.7652057409286499,0.7738028168678284,0.7777341604232788,0.8758648633956909,0.6554381251335144,0.882244884967804,0.8859530687332153,0.40624284744262695,0.9397590160369873,0.8118367195129395,2,MobileNetV2_head_b_256_d
0.8032771944999695,0.8111183643341064,0.6379514932632446,0.8925760388374329,0.7184540033340454,0.8926530480384827,0.8962889313697815,0.34988337755203247,0.9386084675788879,0.8424489498138428,3,MobileNetV2_head_b_256_d
0.8309018611907959,0.8380832076072693,0.547275722026825,0.9053390026092529,0.7576523423194885,0.900204062461853,0.9036133289337158,0.31590700149536133,0.9407176375389099,0.8614285588264465,4,MobileNetV2_head_b_256_d
0.8479883074760437,0.8549166321754456,0.4872269928455353,0.911255955696106,0.7878049612045288,0.9079591631889343,0.9110854268074036,0.29179972410202026,0.9433296322822571,0.8730612397193909,5,MobileNetV2_head_b_256_d
0.8668413162231445,0.8733276724815369,0.4289700984954834,0.9229568839073181,0.8107392191886902,0.9118367433547974,0.9148966073989868,0.27096956968307495,0.9449180364608765,0.882244884967804,6,MobileNetV2_head_b_256_d
0.878384530544281,0.8840351700782776,0.38930168747901917,0.9276924133300781,0.8311454653739929,0.9142857193946838,0.9172587990760803,0.2577204704284668,0.9438177943229675,0.8879591822624207,7,MobileNetV2_head_b_256_d
0.8899278044700623,0.8951248526573181,0.35719335079193115,0.9337745904922485,0.846435010433197,0.9191836714744568,0.9222036600112915,0.24625496566295624,0.9462202787399292,0.8940816521644592,8,MobileNetV2_head_b_256_d
0.9000091552734375,0.9045972228050232,0.32802754640579224,0.9391119480133057,0.860597550868988,0.9206122159957886,0.9235920310020447,0.2362978756427765,0.948175311088562,0.8961224555969238,9,MobileNetV2_head_b_256_d
0.9062833189964294,0.9109267592430115,0.3046853244304657,0.9413275122642517,0.870770275592804,0.9228571653366089,0.9254652261734009,0.22643092274665833,0.9496774077415466,0.9012244939804077,10,MobileNetV2_head_b_256_d
0.9111260175704956,0.915460467338562,0.2835456430912018,0.9442155361175537,0.8794810175895691,0.9261224269866943,0.9284530282020569,0.2188093215227127,0.9509636163711548,0.9063265323638916,11,MobileNetV2_head_b_256_d
0.9164559841156006,0.9203604459762573,0.26551032066345215,0.9465480446815491,0.8877653479576111,0.9281632900238037,0.9305626749992371,0.21291451156139374,0.9518226385116577,0.9112244844436646,12,MobileNetV2_head_b_256_d
0.9236743450164795,0.9275791645050049,0.25026676058769226,0.9499093294143677,0.893521785736084,0.9293877482414246,0.9315909147262573,0.20791392028331757,0.9502868056297302,0.9128571152687073,13,MobileNetV2_head_b_256_d
0.92775559425354,0.9316307902336121,0.23649862408638,0.9521678686141968,0.9009532928466797,0.9326530694961548,0.9348763823509216,0.20110301673412323,0.9502118825912476,0.9153061509132385,14,MobileNetV2_head_b_256_d
0.9327201247215271,0.9362854361534119,0.2211190015077591,0.9563976526260376,0.9085676074028015,0.9346938729286194,0.9371060729026794,0.19572363793849945,0.951715350151062,0.9171428680419922,15,MobileNetV2_head_b_256_d
0.9344561696052551,0.9379781484603882,0.21111927926540375,0.9563300609588623,0.9117655754089355,0.9351020455360413,0.9373353719711304,0.19319505989551544,0.9521186351776123,0.9171428680419922,16,MobileNetV2_head_b_256_d
0.9403953552246094,0.9433267116546631,0.19769449532032013,0.9607255458831787,0.9178875088691711,0.9355102181434631,0.9377862215042114,0.18849046528339386,0.9528441429138184,0.9195918440818787,17,MobileNetV2_head_b_256_d
0.9425578117370605,0.9460120797157288,0.18926404416561127,0.9603665471076965,0.9225170016288757,0.9385714530944824,0.9408485889434814,0.18294426798820496,0.9547759890556335,0.9220408201217651,18,MobileNetV2_head_b_256_d
0.9449639320373535,0.9481346607208252,0.18111854791641235,0.9627728462219238,0.9255322217941284,0.9393877387046814,0.9414640665054321,0.17987178266048431,0.9546700119972229,0.9240816235542297,19,MobileNetV2_head_b_256_d
0.9469436407089233,0.9502369165420532,0.16930349171161652,0.964491069316864,0.9298571348190308,0.9383673667907715,0.9406729936599731,0.17807064950466156,0.9538558721542358,0.9238775372505188,20,MobileNetV2_head_b_256_d
0.5154638886451721,0.5223591327667236,2.064037799835205,0.8092966675758362,0.368669331073761,0.8573469519615173,0.8586449027061462,0.8345754742622375,0.9872734546661377,0.5224489569664001,1,ResNet50_head_b_256_d
0.7640483379364014,0.7711009979248047,0.7919648289680481,0.8892684578895569,0.6501385569572449,0.9144898056983948,0.9168004989624023,0.3768298029899597,0.9687800407409668,0.8232653141021729,2,ResNet50_head_b_256_d
0.8454908132553101,0.8522647023200989,0.5183686017990112,0.9192408323287964,0.7685864567756653,0.9295918345451355,0.9319236278533936,0.253108412027359,0.9598411321640015,0.8877550959587097,3,ResNet50_head_b_256_d
0.8813693523406982,0.8870556354522705,0.39462053775787354,0.9324894547462463,0.8279170393943787,0.9391836524009705,0.9410815834999084,0.20124420523643494,0.9606197476387024,0.9110203981399536,4,ResNet50_head_b_256_d
0.9057046175003052,0.910110354423523,0.31485623121261597,0.9437817931175232,0.865135669708252,0.9459183812141418,0.9476890563964844,0.1746671050786972,0.9634042382240295,0.9240816235542297,5,ResNet50_head_b_256_d
0.923339307308197,0.927251398563385,0.2603163719177246,0.9535452127456665,0.8908720016479492,0.9524489641189575,0.9539964199066162,0.15381143987178802,0.9667508602142334,0.9375510215759277,6,ResNet50_head_b_256_d
0.9342734217643738,0.9378455281257629,0.22400303184986115,0.9588503837585449,0.9084153175354004,0.9565306305885315,0.9577722549438477,0.13917294144630432,0.9694368839263916,0.9451020359992981,7,ResNet50_head_b_256_d
0.9412481188774109,0.9443142414093018,0.19963118433952332,0.9606521725654602,0.9205677509307861,0.9595918655395508,0.9608612060546875,0.12803234159946442,0.9704105257987976,0.9504081606864929,8,ResNet50_head_b_256_d
0.9477354884147644,0.9506381750106812,0.18006755411624908,0.9664081335067749,0.9296743869781494,0.9616326689720154,0.963013768196106,0.11914774030447006,0.9727367162704468,0.9538775682449341,9,ResNet50_head_b_256_d
0.9536137580871582,0.9563642740249634,0.1557360589504242,0.9694622755050659,0.9378978610038757,0.9644898176193237,0.9657275676727295,0.1113169938325882,0.9732142686843872,0.9565306305885315,10,ResNet50_head_b_256_d
0.9598270058631897,0.9617822170257568,0.13844402134418488,0.974052906036377,0.9444156885147095,0.9657142758369446,0.9668152928352356,0.10624770075082779,0.9742578268051147,0.9577550888061523,11,ResNet50_head_b_256_d
0.9634209275245667,0.9655430316925049,0.12643270194530487,0.9748531579971313,0.9504766464233398,0.9673469662666321,0.9686524271965027,0.10086020082235336,0.9745289087295532,0.9604081511497498,12,ResNet50_head_b_256_d
0.9663752913475037,0.9683476686477661,0.11542882025241852,0.9769043922424316,0.9546188116073608,0.9687755107879639,0.9699816107749939,0.09513018280267715,0.976215124130249,0.9632652997970581,13,ResNet50_head_b_256_d
0.9699082970619202,0.9716342687606812,0.10763800144195557,0.9780867695808411,0.9597660899162292,0.9706122279167175,0.9718547463417053,0.09091023355722427,0.9766529202461243,0.9646939039230347,14,ResNet50_head_b_256_d
0.9729844927787781,0.9746520519256592,0.09535592049360275,0.981009304523468,0.9644564986228943,0.9706122279167175,0.9717798233032227,0.08718112111091614,0.9760726094245911,0.9657142758369446,15,ResNet50_head_b_256_d
0.9755124449729919,0.9769358038902283,0.08695070445537567,0.9830796718597412,0.9679590463638306,0.972449004650116,0.9735841751098633,0.0835089161992073,0.9769262671470642,0.9677550792694092,16,ResNet50_head_b_256_d
0.976334810256958,0.977821946144104,0.08366663008928299,0.9832972288131714,0.9682331681251526,0.9728571176528931,0.9739583730697632,0.08054889738559723,0.9767489433288574,0.9687755107879639,17,ResNet50_head_b_256_d
0.9791063666343689,0.9803548455238342,0.07728283107280731,0.9841402173042297,0.9714311957359314,0.9734693765640259,0.9745411276817322,0.07804515957832336,0.9781578183174133,0.9687755107879639,18,ResNet50_head_b_256_d
0.9806901812553406,0.9817578196525574,0.07024277001619339,0.9859532117843628,0.974842369556427,0.9740816354751587,0.9751157164573669,0.07595217227935791,0.9771933555603027,0.9706122279167175,19,ResNet50_head_b_256_d
0.9830353856086731,0.983901858329773,0.06397492438554764,0.9869019985198975,0.9776139855384827,0.9744898080825806,0.9755243062973022,0.07414286583662033,0.9782117009162903,0.9712244868278503,20,ResNet50_head_b_256_d
0.4333607256412506,0.4356468617916107,2.4269216060638428,0.7859198451042175,0.28224632143974304,0.7891836762428284,0.7885188460350037,1.5033295154571533,0.9939849376678467,0.13489796221256256,1,EfficientNetB0_head_b_256_d
0.6768494844436646,0.6848017573356628,1.1079738140106201,0.8621681332588196,0.5113452672958374,0.8720408082008362,0.8750057220458984,0.6750089526176453,0.9766708612442017,0.632244884967804,2,EfficientNetB0_head_b_256_d
0.7695306539535522,0.7781753540039062,0.773453950881958,0.889799952507019,0.6544025540351868,0.9032652974128723,0.9060143828392029,0.39174872636795044,0.9577431082725525,0.814081609249115,3,EfficientNetB0_head_b_256_d
0.8157036900520325,0.8233611583709717,0.5997923612594604,0.904661238193512,0.7300277352333069,0.9163265228271484,0.9192227125167847,0.2903957962989807,0.9528175592422485,0.8695918321609497,4,EfficientNetB0_head_b_256_d
0.8524045944213867,0.8587097525596619,0.4905840754508972,0.9201391339302063,0.7815003395080566,0.9259183406829834,0.9283900856971741,0.24351899325847626,0.9509548544883728,0.8942857384681702,5,EfficientNetB0_head_b_256_d
0.8729327321052551,0.8788574934005737,0.42391106486320496,0.9273275136947632,0.8157646059989929,0.9324489831924438,0.9348682761192322,0.2176419049501419,0.9532690048217773,0.9075510501861572,6,EfficientNetB0_head_b_256_d
0.8845369219779968,0.8896498084068298,0.37383055686950684,0.9328793287277222,0.8385770320892334,0.9387755393981934,0.9411723017692566,0.1983146071434021,0.9561702013015747,0.9171428680419922,7,EfficientNetB0_head_b_256_d
0.8974812030792236,0.9025554060935974,0.338992178440094,0.9384286403656006,0.8559985160827637,0.941428542137146,0.9437954425811768,0.1843537837266922,0.9570824503898621,0.9238775372505188,8,EfficientNetB0_head_b_256_d
0.9087503552436829,0.913164496421814,0.3031703233718872,0.9445525407791138,0.8721712827682495,0.9448979496955872,0.9469945430755615,0.1742548793554306,0.9591922760009766,0.9306122660636902,9,EfficientNetB0_head_b_256_d
0.9157859683036804,0.9201291799545288,0.2772658169269562,0.9466579556465149,0.884293258190155,0.9469387531280518,0.948872447013855,0.16492287814617157,0.960747241973877,0.9340816140174866,10,EfficientNetB0_head_b_256_d
0.9230042695999146,0.9271918535232544,0.25597083568573,0.9499417543411255,0.8941308856010437,0.9512245059013367,0.9530883431434631,0.1566888839006424,0.9631490707397461,0.9387755393981934,11,EfficientNetB0_head_b_256_d
0.9272074103355408,0.930942952632904,0.23354187607765198,0.9534292221069336,0.9022629857063293,0.9536734819412231,0.9553717374801636,0.14894112944602966,0.9628469944000244,0.941428542137146,12,EfficientNetB0_head_b_256_d
0.931380033493042,0.9349976778030396,0.22462910413742065,0.9550896286964417,0.9087503552436829,0.9538775682449341,0.9556077718734741,0.14361970126628876,0.9637575745582581,0.9442856907844543,13,EfficientNetB0_head_b_256_d
0.9371059536933899,0.940293550491333,0.20473338663578033,0.9568381905555725,0.916912853717804,0.9557142853736877,0.9574095010757446,0.13790425658226013,0.9642708897590637,0.9473469257354736,14,EfficientNetB0_head_b_256_d
0.9422836899757385,0.9453972578048706,0.19217245280742645,0.9607160091400146,0.923613429069519,0.9577550888061523,0.9593496918678284,0.13295488059520721,0.9661614894866943,0.9497959017753601,15,EfficientNetB0_head_b_256_d
0.9451771378517151,0.9481417536735535,0.18364481627941132,0.9625347256660461,0.9280297160148621,0.9585714340209961,0.9601323008537292,0.12791815400123596,0.9672267436981201,0.9516326785087585,16,EfficientNetB0_head_b_256_d
0.9475222826004028,0.9505338072776794,0.17353327572345734,0.9640210866928101,0.9311363697052002,0.9597958922386169,0.9613476991653442,0.12461825460195541,0.9666735529899597,0.9530612230300903,17,EfficientNetB0_head_b_256_d
0.9486187696456909,0.9514092803001404,0.16637510061264038,0.965252161026001,0.9332074522972107,0.9602040648460388,0.9616693258285522,0.11961406469345093,0.9685039520263672,0.9538775682449341,18,EfficientNetB0_head_b_256_d
0.951725423336029,0.9542195796966553,0.15784823894500732,0.9667304754257202,0.9381110668182373,0.9604081511497498,0.9618456959724426,0.11880786716938019,0.9675015807151794,0.9538775682449341,19,EfficientNetB0_head_b_256_d
0.9524563550949097,0.9550825357437134,0.15026487410068512,0.9670081734657288,0.9400298595428467,0.9610204100608826,0.9625241756439209,0.11422153562307358,0.9683688282966614,0.9559183716773987,20,EfficientNetB0_head_b_256_d
0.44462406635284424,0.4480265974998474,2.3594248294830322,0.7910392880439758,0.2854265570640564,0.7785714268684387,0.7817591428756714,1.2164477109909058,0.9756402373313904,0.3187755048274994,1,ResNetv2_head_b_256_d
0.6887277960777283,0.695645272731781,1.0734992027282715,0.8668528199195862,0.5201169848442078,0.8561224341392517,0.8595918416976929,0.6504533886909485,0.9584187269210815,0.6679592132568359,2,ResNetv2_head_b_256_d
0.7830840945243835,0.790738046169281,0.735115647315979,0.8971218466758728,0.669296145439148,0.8834694027900696,0.8867626190185547,0.4516738951206207,0.9491483569145203,0.7846938967704773,3,ResNetv2_head_b_256_d
0.8323942422866821,0.8383602499961853,0.5702221393585205,0.9141722321510315,0.7432156801223755,0.8999999761581421,0.9028621315956116,0.36151859164237976,0.9505685567855835,0.8359183669090271,4,ResNetv2_head_b_256_d
0.8592270016670227,0.8646506071090698,0.4703844487667084,0.9245155453681946,0.7919471263885498,0.9073469638824463,0.9101439714431763,0.3075268864631653,0.9501571655273438,0.8636734485626221,5,ResNetv2_head_b_256_d
0.8811866044998169,0.8860994577407837,0.40272003412246704,0.9337224364280701,0.823409378528595,0.9157142639160156,0.9184529185295105,0.2747521996498108,0.9525386095046997,0.8806122541427612,6,ResNetv2_head_b_256_d
0.8937045335769653,0.8985271453857422,0.3502567410469055,0.9389421343803406,0.8477446436882019,0.922448992729187,0.9251443147659302,0.2513161301612854,0.9532853364944458,0.8912245035171509,7,ResNetv2_head_b_256_d
0.905278205871582,0.9089699387550354,0.3144797384738922,0.9423198103904724,0.8652879595756531,0.9275510311126709,0.930251955986023,0.23534317314624786,0.9559078812599182,0.8981632590293884,8,ResNetv2_head_b_256_d
0.9144153594970703,0.9181898832321167,0.2824265658855438,0.9485985636711121,0.881338894367218,0.9302040934562683,0.9326688051223755,0.2228401154279709,0.9548596143722534,0.9022449254989624,9,ResNetv2_head_b_256_d
0.9247403740882874,0.9280703663825989,0.25141385197639465,0.9534106254577637,0.8944050073623657,0.9322448968887329,0.9347648620605469,0.21387748420238495,0.9545259475708008,0.9081632494926453,10,ResNetv2_head_b_256_d
0.9318673014640808,0.9351014494895935,0.22853131592273712,0.9572605490684509,0.9059178233146667,0.9351020455360413,0.9375464916229248,0.20364518463611603,0.95414799451828,0.9130612015724182,11,ResNetv2_head_b_256_d
0.9348825812339783,0.9380804300308228,0.21655800938606262,0.9573348760604858,0.9089331030845642,0.9373469352722168,0.9397112131118774,0.19435670971870422,0.9567809104919434,0.9171428680419922,12,ResNetv2_head_b_256_d
0.942344605922699,0.9452024102210999,0.19642893970012665,0.9628415107727051,0.9209941029548645,0.9389795660972595,0.9412981271743774,0.1870671659708023,0.958616316318512,0.9218367338180542,13,ResNetv2_head_b_256_d
0.947035014629364,0.9494567513465881,0.1813139170408249,0.964051365852356,0.9262327551841736,0.9397959113121033,0.9420048594474792,0.18369856476783752,0.9593822956085205,0.9255102276802063,14,ResNetv2_head_b_256_d
0.950628936290741,0.953018069267273,0.16618850827217102,0.9672752618789673,0.9326592087745667,0.9418367147445679,0.9442004561424255,0.17572221159934998,0.9603040814399719,0.9281632900238037,15,ResNetv2_head_b_256_d
0.9552584290504456,0.9573332071304321,0.15614689886569977,0.9697599411010742,0.9376541972160339,0.9422448873519897,0.9444761872291565,0.1730407178401947,0.9593684077262878,0.9300000071525574,16,ResNetv2_head_b_256_d
0.9576340913772583,0.9599425792694092,0.14451627433300018,0.9712033867835999,0.941948652267456,0.9436734914779663,0.9457798600196838,0.1685180366039276,0.9608503580093384,0.9316326379776001,17,ResNetv2_head_b_256_d
0.9620503783226013,0.9641101360321045,0.13439464569091797,0.9742392301559448,0.9468218088150024,0.9461224675178528,0.9481219053268433,0.1657089740037918,0.9605125188827515,0.9332653284072876,18,ResNetv2_head_b_256_d
0.9625072479248047,0.9642812013626099,0.12847480177879333,0.9734756350517273,0.9501416087150574,0.9479591846466064,0.9499191641807556,0.1610768884420395,0.9610634446144104,0.9369387626647949,19,ResNetv2_head_b_256_d
0.9653093218803406,0.967007040977478,0.11981051415205002,0.9751098155975342,0.9533700942993164,0.9475510120391846,0.9495303630828857,0.1591319590806961,0.9611996412277222,0.9353061318397522,20,ResNetv2_head_b_256_d
